static const float colors[] = {
0.3421, 0.5125, 0.8348, 
0.9812, 0.9848, 0.2706, 
0.4337, 0.7299, 0.5523, 
0.9275, 0.2559, 0.09, 
0.7593, 0.1992, 0.2582, 
0.2801, 0.1792, 0.3943, 
0.7801, 0.1367, 0.5538, 
0.5722, 0.1769, 0.39, 
0.1777, 0.4709, 0.0735, 
0.7223, 0.3783, 0.4225, 
0.385, 0.731, 0.0905, 
0.8825, 0.7346, 0.1505, 
0.8342, 0.4507, 0.2796, 
0.6052, 0.4829, 0.3694, 
0.6954, 0.2782, 0.7952, 
0.8752, 0.7777, 0.8583, 
0.5833, 0.2392, 0.1269, 
0.6355, 0.0367, 0.4042, 
0.5602, 0.2543, 0.4139, 
0.3839, 0.6013, 0.2655, 
0.0377, 0.5565, 0.5067, 
0.3301, 0.1597, 0.1238, 
0.3916, 0.9332, 0.5167, 
0.9264, 0.5132, 0.5365, 
0.3323, 0.7012, 0.2338, 
0.9879, 0.1851, 0.2667, 
0.4445, 0.4021, 0.5109, 
0.0505, 0.7765, 0.4978, 
0.9465, 0.1036, 0.3329, 
0.7262, 0.9712, 0.5408, 
0.3719, 0.177, 0.6898, 
0.8784, 0.0965, 0.1186, 
0.5608, 0.3525, 0.3641, 
0.3134, 0.7953, 0.7792, 
0.0625, 0.7732, 0.2551, 
0.1874, 0.2234, 0.9324, 
0.5761, 0.6207, 0.5329, 
0.6555, 0.6154, 0.3994, 
0.0136, 0.5031, 0.3578, 
0.3788, 0.4228, 0.1926, 
0.2037, 0.7504, 0.4161, 
0.4481, 0.9615, 0.426, 
0.6764, 0.5445, 0.6859, 
0.3852, 0.5886, 0.2433, 
0.5977, 0.8582, 0.4484, 
0.7915, 0.9661, 0.9711, 
0.0655, 0.1308, 0.3315, 
0.766, 0.0185, 0.0449, 
0.0947, 0.1401, 0.2405, 
0.4295, 0.5503, 0.9105, 
0.1379, 0.6236, 0.9733, 
0.4261, 0.2527, 0.8496, 
0.2569, 0.4475, 0.8924, 
0.5458, 0.5302, 0.0751, 
0.1984, 0.5419, 0.0429, 
0.4761, 0.4265, 0.8583, 
0.276, 0.7226, 0.216, 
0.6477, 0.8083, 0.7796, 
0.3085, 0.3623, 0.0294, 
0.5753, 0.3412, 0.5759, 
0.6505, 0.6454, 0.2509, 
0.4804, 0.8493, 0.3213, 
0.2021, 0.9427, 0.316, 
0.7693, 0.3895, 0.4872, 
0.6711, 0.9149, 0.4802, 
0.1475, 0.1607, 0.1239, 
0.4214, 0.2807, 0.435, 
0.2074, 0.5964, 0.3998, 
0.8649, 0.5582, 0.0382, 
0.9841, 0.8638, 0.8304, 
0.1519, 0.7058, 0.5875, 
0.3944, 0.1463, 0.6932, 
0.4988, 0.9493, 0.8083, 
0.1975, 0.7262, 0.6647, 
0.3263, 0.9567, 0.9862, 
0.8216, 0.4314, 0.2978, 
0.0148, 0.6842, 0.6786, 
0.5624, 0.8358, 0.6441, 
0.8196, 0.5805, 0.378, 
0.5572, 0.5683, 0.6163, 
0.6759, 0.0589, 0.5941, 
0.9823, 0.5007, 0.2593, 
0.1317, 0.4872, 0.1946, 
0.1046, 0.1655, 0.2369, 
0.12, 0.517, 0.5736, 
0.3764, 0.1162, 0.5582, 
0.0493, 0.5463, 0.0539, 
0.7106, 0.6494, 0.4027, 
0.4985, 0.8378, 0.4477, 
0.7204, 0.1894, 0.0239, 
0.8514, 0.8353, 0.8191, 
0.7214, 0.7175, 0.9467, 
0.8256, 0.186, 0.7208, 
0.3761, 0.219, 0.4936, 
0.366, 0.6594, 0.661, 
0.0303, 0.5179, 0.8884, 
0.6041, 0.106, 0.0168, 
0.0698, 0.4728, 0.9278, 
0.9519, 0.2355, 0.5521, 
0.9366, 0.3149, 0.4799, 
0.4692, 0.5404, 0.5611, 
0.6629, 0.5777, 0.9368, 
0.646, 0.6769, 0.7872, 
0.3836, 0.3347, 0.3892, 
0.5197, 0.5399, 0.7371, 
0.23, 0.4636, 0.8321, 
0.3165, 0.1245, 0.3458, 
0.6453, 0.1345, 0.7777, 
0.9338, 0.0451, 0.7512, 
0.3383, 0.4177, 0.3534, 
0.4901, 0.0596, 0.7606, 
0.6444, 0.2163, 0.197, 
0.9319, 0.9431, 0.3113, 
0.4515, 0.4754, 0.1397, 
0.5226, 0.473, 0.6822, 
0.1672, 0.628, 0.9828, 
0.3169, 0.5694, 0.5139, 
0.7107, 0.7613, 0.7712, 
0.565, 0.2078, 0.4356, 
0.7702, 0.6891, 0.607, 
0.9403, 0.7236, 0.5395, 
0.4867, 0.4262, 0.9824, 
0.3976, 0.6556, 0.6906, 
0.1411, 0.4904, 0.3581, 
0.6236, 0.0601, 0.8378, 
0.1273, 0.8831, 0.3334, 
0.9824, 0.5618, 0.5825, 
0.627, 0.5834, 0.4208, 
0.2098, 0.7387, 0.924, 
0.5378, 0.5957, 0.3706, 
0.8551, 0.1812, 0.9448, 
0.1813, 0.9901, 0.3743, 
0.2351, 0.3592, 0.1966, 
0.1536, 0.2028, 0.6946, 
0.516, 0.4328, 0.6528, 
0.1116, 0.8984, 0.2819, 
0.4508, 0.3468, 0.8706, 
0.9036, 0.5937, 0.427, 
0.1542, 0.6302, 0.0501, 
0.5038, 0.7523, 0.4985, 
0.8239, 0.171, 0.6136, 
0.8987, 0.7306, 0.795, 
0.6671, 0.4926, 0.6256, 
0.1304, 0.8484, 0.6182, 
0.0588, 0.0279, 0.9747, 
0.4993, 0.2449, 0.7752, 
0.8922, 0.784, 0.3102, 
0.309, 0.6846, 0.0285, 
0.1644, 0.6467, 0.8889, 
0.3585, 0.3437, 0.7045, 
0.9175, 0.1569, 0.8371, 
0.0804, 0.7228, 0.5982, 
0.0454, 0.8368, 0.9662, 
0.3417, 0.0437, 0.4241, 
0.3417, 0.6665, 0.5143, 
0.4413, 0.382, 0.0573, 
0.19, 0.2661, 0.6073, 
0.095, 0.8084, 0.59, 
0.1021, 0.2244, 0.6489, 
0.8886, 0.7437, 0.1823, 
0.8067, 0.6926, 0.2292, 
0.5768, 0.6796, 0.7781, 
0.2195, 0.1405, 0.6064, 
0.4924, 0.8793, 0.8386, 
0.8202, 0.0543, 0.6263, 
0.2226, 0.0732, 0.9756, 
0.0264, 0.543, 0.8363, 
0.5066, 0.0755, 0.6375, 
0.1708, 0.5039, 0.3302, 
0.4923, 0.8919, 0.1297, 
0.2521, 0.9449, 0.1105, 
0.3138, 0.2351, 0.6767, 
0.673, 0.3525, 0.6568, 
0.8201, 0.7428, 0.3996, 
0.4757, 0.7024, 0.9327, 
0.3121, 0.4094, 0.8654, 
0.7536, 0.4278, 0.8103, 
0.3498, 0.5446, 0.3889, 
0.7904, 0.1583, 0.131, 
0.4244, 0.6119, 0.5038, 
0.6443, 0.5027, 0.1255, 
0.2859, 0.236, 0.9585, 
0.68, 0.4367, 0.1706, 
0.5136, 0.9004, 0.5864, 
0.1588, 0.6598, 0.2464, 
0.5805, 0.8403, 0.8966, 
0.1849, 0.3885, 0.1368, 
0.0466, 0.8252, 0.3347, 
0.5438, 0.3078, 0.2353, 
0.2186, 0.1152, 0.4573, 
0.2769, 0.2107, 0.3597, 
0.2855, 0.3976, 0.4604, 
0.1028, 0.7973, 0.1371, 
0.7137, 0.7209, 0.4615, 
0.4112, 0.69, 0.9002, 
0.8269, 0.723, 0.9383, 
0.1177, 0.1748, 0.451, 
0.1328, 0.1929, 0.3999, 
0.2464, 0.8307, 0.5841, 
0.8063, 0.8729, 0.3511, 
0.709, 0.2259, 0.7696, 
0.0346, 0.6531, 0.6891, 
0.8218, 0.07, 0.6844, 
0.4446, 0.1906, 0.2254, 
0.8444, 0.5492, 0.2068, 
0.6102, 0.153, 0.4974, 
0.5418, 0.2554, 0.6375, 
0.3636, 0.831, 0.6608, 
0.9458, 0.7261, 0.8233, 
0.0898, 0.2135, 0.0389, 
0.592, 0.2041, 0.0242, 
0.9791, 0.4383, 0.4509, 
0.4109, 0.2783, 0.2073, 
0.0636, 0.638, 0.7689, 
0.7338, 0.5225, 0.9407, 
0.4974, 0.7666, 0.4602, 
0.6098, 0.9031, 0.7135, 
0.623, 0.7521, 0.729, 
0.5412, 0.1772, 0.3025, 
0.5473, 0.4912, 0.8789, 
0.3172, 0.1071, 0.1088, 
0.4284, 0.1352, 0.3944, 
0.6845, 0.1948, 0.5818, 
0.7562, 0.6018, 0.4896, 
0.3803, 0.3526, 0.5739, 
0.3044, 0.1534, 0.6789, 
0.6318, 0.576, 0.6581, 
0.9894, 0.1196, 0.732, 
0.6823, 0.0612, 0.8668, 
0.5547, 0.5404, 0.3638, 
0.107, 0.1741, 0.9915, 
0.1354, 0.0387, 0.806, 
0.1563, 0.8197, 0.9732, 
0.3362, 0.751, 0.6329, 
0.008, 0.4506, 0.3511, 
0.2074, 0.8302, 0.9887, 
0.306, 0.5155, 0.7554, 
0.8668, 0.9307, 0.2222, 
0.9489, 0.5009, 0.5264, 
0.5732, 0.1509, 0.7021, 
0.6878, 0.0726, 0.7372, 
0.3973, 0.1969, 0.3395, 
0.718, 0.3182, 0.4002, 
0.9965, 0.4541, 0.1855, 
0.8881, 0.3676, 0.7683, 
0.6308, 0.065, 0.4203, 
0.4256, 0.3073, 0.739, 
0.627, 0.7491, 0.586, 
0.7347, 0.7475, 0.1806, 
0.2358, 0.3237, 0.0379, 
0.7863, 0.742, 0.345, 
0.4351, 0.8977, 0.6387, 
0.3139, 0.8434, 0.3437, 
0.7046, 0.6336, 0.3632, 
0.0337, 0.3074, 0.6853, 
0.303, 0.5696, 0.1529, 
0.2772, 0.8303, 0.9254, 
0.5297, 0.5853, 0.0922, 
0.5338, 0.5409, 0.8146, 
0.8951, 0.4452, 0.6386, 
0.3385, 0.0105, 0.5353, 
0.9821, 0.31, 0.6533, 
0.3246, 0.252, 0.8296, 
0.3552, 0.4154, 0.4955, 
0.2184, 0.0333, 0.8104, 
0.0793, 0.9235, 0.9421, 
0.7133, 0.7254, 0.3208, 
0.5202, 0.2167, 0.8763, 
0.0422, 0.9046, 0.3108, 
0.1618, 0.8198, 0.3099, 
0.0888, 0.6149, 0.6913, 
0.3541, 0.1538, 0.8608, 
0.441, 0.8874, 0.6663, 
0.8345, 0.3201, 0.2025, 
0.3119, 0.3319, 0.8045, 
0.2146, 0.0482, 0.1839, 
0.024, 0.5162, 0.9554, 
0.8976, 0.6993, 0.5175, 
0.0189, 0.1766, 0.6261, 
0.2447, 0.4362, 0.8785, 
0.5126, 0.2277, 0.4913, 
0.9383, 0.0515, 0.7111, 
0.7838, 0.2289, 0.7111, 
0.3816, 0.3407, 0.5049, 
0.8675, 0.2833, 0.3929, 
0.4489, 0.954, 0.8559, 
0.6077, 0.6944, 0.4966, 
0.0238, 0.5332, 0.9181, 
0.9179, 0.6832, 0.0058, 
0.8083, 0.8753, 0.4443, 
0.7199, 0.5025, 0.0492, 
0.0057, 0.9793, 0.2786, 
0.5152, 0.9989, 0.487, 
0.3942, 0.3662, 0.0368, 
0.9257, 0.584, 0.1631, 
0.6283, 0.1019, 0.9374, 
0.7582, 0.7263, 0.5614, 
0.4143, 0.0281, 0.0965, 
0.0078, 0.5761, 0.5725, 
0.0009, 0.9524, 0.437, 
0.5454, 0.9643, 0.4369, 
0.4097, 0.5516, 0.1121, 
0.8461, 0.7882, 0.5605, 
0.6599, 0.5078, 0.1633, 
0.6455, 0.5897, 0.7932, 
0.7561, 0.2045, 0.4621, 
0.3713, 0.2368, 0.2301, 
0.7344, 0.7041, 0.8273, 
